label,name,time,commt
1,Reuters,2-Mar,"Serbia under pressure to shift stance on Russia, president says http://reut.rs/3tvVddE"
1,Reuters,2-Mar,"Amid reports that African citizens fleeing Ukraine are being blocked from crossing borders, the U.N.'s refugee agency said that people should be allowed to seek safety 'irrespective of nationality or race' https://reut.rs/3HIGPnq"
1,Reuters,2-Mar,Honda says it has suspended exports to Russia due to difficulty in shipping vehicles and making payments amid sanctions https://reut.rs/3pwNFWG
1,Reuters,2-Mar,Russia space agency head says satellite hacking would justify war -report http://reut.rs/3hzJlBG
1,Reuters,2-Mar,'It's a crime: UAE tightens entry for Ukrainians as thousands flee war http://reut.rs/3KsBFh9
1,Reuters,2-Mar,"Nestle, the world's largest food group, said it has reopened its factories and warehouses in central and western Ukraine in a bid to ensure essential food and drink deliveries in the war-torn country https://reut.rs/3tqXztY"
1,Reuters,2-Mar,Indian couple fleeing Ukraine cross from 'cruelty to hospitality' http://reut.rs/3IwIWM9
1,Reuters,2-Mar,U.N. General Assembly votes overwhelmingly to deplore Russian invasion of Ukraine http://reut.rs/3tqmhuI
1,Reuters,2-Mar,Biden says 'nothing is off the table' when asked about banning Russian oil and gas http://reut.rs/3IEKqEe
1,Reuters,2-Mar,"Russia stepped up its lethal bombardment of major Ukrainian cities, which its invasion force has so far failed to capture https://reut.rs/3HDxyg2"
1,Reuters,2-Mar,U.S. officials say China asked Russia to delay Ukraine war until after Beijing Olympics -NYT http://reut.rs/3sCvjFR
1,Reuters,2-Mar,Russian businessman Roman Abramovich said he had decided to sell Chelsea Football Club and promised to donate money from the sale to help victims of the war in Ukraine https://reut.rs/3hxWqLN
1,Reuters,2-Mar,Analysis: Ukraine war raises spectre of Russia's first external debt default http://reut.rs/3vyXQxN
1,Reuters,2-Mar,Blue and yellow drones lit up the skies over the South Korean port city Busan in a show of solidarity with Ukraine https://reut.rs/3ptaieM
1,Reuters,2-Mar,Protesters in Saint Petersburg were detained by police for attending a rally against Russia's invasion of Ukraine https://reut.rs/3syQmsM
1,Reuters,2-Mar,"U.S. Ambassador to the U.N. Linda Thomas-Greenfield urged members of the General Assembly to vote in favor of a resolution to reprimand Moscow over its invasion of Ukraine, and warned Russia is preparing to increase the brutality of its campaign https://reut.rs/371n1it"
1,Reuters,2-Mar,"U.S. Secretary of State Antony Blinken speaks on the Russian invasion of Ukraine, saying the U.S. is working to support frontline countries including Poland, Moldova, Romania and Slovakia. Watch:"
1,Reuters,2-Mar,"Exclusive: Regulators are preparing for a possible closure of the European arm of VTB, Russia's second-largest bank, amid growing concerns about the impact of Western sanctions https://reut.rs/3IG2tcY"
1,Reuters,2-Mar,"Canadian Finance Minister Chrystia Freeland played a key role in getting sanctions on Russia's central bank in place, two sources said, and has been a leading voice against Russian aggression as a vocal member of the country's large Ukrainian community https://reut.rs/35LmYX5"
1,Reuters,2-Mar,"Reuters is covering all the angles of Russia’s invasion of Ukraine, with reporters in the region and specialist journalists around the world bringing global and local expertise."
1,Reuters,2-Mar,"Russian invasion of Ukraine is a 'poorly executed operation,' Ed Arnold, an analyst at the Royal United Services Institute, told "
1,Reuters,2-Mar,Factbox: Companies cut Russia operations and trade as sanctions tighten http://reut.rs/3vyK3HF
1,Reuters,2-Mar,"Brazil votes for UN resolution, but criticizes 'indiscriminate sanctions' against Russia http://reut.rs/36QEFVP"
1,Reuters,2-Mar,Anger and disbelief amidst the rubble in Ukraine's Kharkiv http://reut.rs/3HDhT0u
1,Reuters,2-Mar,"Ukrainians said they were battling on in the port of Kherson, the first sizable city Russia claimed to have seized, as airstrikes and bombardment caused devastation in cities that Moscow's bogged down forces have failed to capture https://reut.rs/3HDxyg2"
1,Reuters,2-Mar,Oracle says it has suspended all operations in Russia http://reut.rs/3trp9ar
1,Reuters,2-Mar,"Russia growing more aggressive, ramps up strikes on Kyiv -U.S. official http://reut.rs/3pvYsjQ"
1,Reuters,2-Mar,The U.N.'s refugee agency has said it has spoken to countries bordering Ukraine after reports that African citizens fleeing conflict were being denied access to safety https://reut.rs/3HIGPnq
1,Reuters,2-Mar,Exclusive: Regulators prepare for possible closure of Russia's VTB Bank in Europe http://reut.rs/3Mu0iMf
1,Reuters,2-Mar,"Russia says 498 of its soldiers killed, 1,597 wounded in Ukraine - RIA http://reut.rs/3pvLPWb"
1,Reuters,2-Mar,U.S. delays ICBM test-launch in bid to de-escalate Russia nuclear tensions http://reut.rs/35J6YVy
1,Reuters,2-Mar,"World Bank halts all programs in Russia, Belarus http://reut.rs/3hyz0WD"
1,Reuters,2-Mar,Russia ETF draws meme stock-like trading frenzy http://reut.rs/35LLeIU
1,Reuters,2-Mar,"As Russia steps up assault, the fleeing fear for fathers left behind http://reut.rs/34aBEPk"
1,Reuters,2-Mar,Ukraine and Russia send mixed messages over plan for peace talks http://reut.rs/3pvGga2
1,Reuters,2-Mar,"From Canada Goose parkas and the latest iPhone to spare parts for aircraft engines and even some of the planes themselves - the list of goods, consumer and industrial, that will no longer be sold in Russia is growing longer with every day https://reut.rs/3vyQ0En"
1,Reuters,3-Mar,France's Macron: Russia's Putin alone chose war in Ukraine http://reut.rs/3trn8Ls
1,Reuters,3-Mar,"Ukraine's delegation has left for second round of talks with Russia, official says http://reut.rs/3trDxQ2"
1,Reuters,3-Mar,"EXCLUSIVE Ukraine to seek action against Russia from about 50 gaming, cloud and other tech firms http://reut.rs/3KctTI4"
1,Reuters,3-Mar,"Russia billionaires move superyachts to Maldives as sanctions tighten, data shows http://reut.rs/3IKu5xW"
1,Reuters,3-Mar,Factbox: Russia's response to Western sanctions over Ukraine http://reut.rs/35qm5Dx
1,Reuters,3-Mar,"U.S. hits Russian oil refining sector, slaps export curbs on Belarus http://reut.rs/346Ewwu"
1,Reuters,3-Mar,Anger and disbelief amidst the rubble in Ukraine's Kharkiv http://reut.rs/3hvNTsI
1,Reuters,3-Mar,Lavrov says Russia wants list of weapons that can never be deployed in Ukraine http://reut.rs/3CgpPUo
1,Reuters,3-Mar,"Sanctions significantly increase chance of Russia international debt default, analysts warn http://reut.rs/3vxU07X"
1,Reuters,3-Mar,Factbox: Russia's response to Western sanctions over Ukraine http://reut.rs/3K9Rmtd
1,Reuters,3-Mar,"Russia-owned SCF oil tankers rerouting from Canada, returning to Russia http://reut.rs/35MzhCC"
1,Reuters,3-Mar,Lions and tigers driven out of Ukraine to safety in Polish zoo http://reut.rs/3vBCIqx
1,Reuters,3-Mar,Saudi Arabia ready to mediate between all parties related to Ukraine crisis -state media http://reut.rs/3vCz8g4
1,Reuters,3-Mar,Ukraine's envoy criticises Turkish tourism group over 'two-faced' approach http://reut.rs/3IFNrUE
1,Reuters,3-Mar,Analysis: Oil price surge revives Wall Street fears of 1970s-style stagflation http://reut.rs/3C97BnG
1,Reuters,3-Mar,The United States imposed sanctions against Russian oligarchs as it targeted Russia's super-rich close to President Vladimir Putin https://reut.rs/3Mlr3lW
1,Reuters,3-Mar,IKEA has become the latest Western firm to close its stores in Russia. The world's biggest furniture brand is also pausing all sourcing in the country and its ally Belarus https://reut.rs/3Kf3UQc
1,Reuters,3-Mar,Russian human rights activist and former world chess champion Garry Kasparov urged world powers to adopt a harsher military and economic strategy against Russian President Vladimir Putin for his invasion of Ukraine https://reut.rs/3MgPTDv
1,Reuters,3-Mar,EU considers suspending equal treatment for Russia at WTO http://reut.rs/3tuIdVx
1,Reuters,3-Mar,EU backs move to give Ukraine refugees temporary residency http://reut.rs/3pzQ7Mc
1,Reuters,3-Mar,"Investigators from the International Criminal Court set off for 'the Ukraine region' to start looking into possible war crimes, the tribunal's top prosecutor said https://reut.rs/3sEsVhz"
1,Reuters,3-Mar,"Ukraine's 'IT army' targets Belarus railway network, Russian GPS http://reut.rs/3pz5YdZ"
1,Reuters,3-Mar,"Wall Street mixed as growth stocks, Ukraine jitters weigh http://reut.rs/3vJ44uS"
1,Reuters,3-Mar,"Canada to raise tariffs on Russian imports, send rocket launchers to Ukraine http://reut.rs/3tLqEkj"
1,Reuters,3-Mar,New Jersey city votes to halt licenses of gas stations tied to Russia's Lukoil http://reut.rs/3hFbUh7
1,Reuters,3-Mar,Moscow says BBC being used to undermine political situation in Russia http://reut.rs/3tpvyTD
1,Reuters,3-Mar,"As Ukraine endures an escalating bombardment from Russia, staff at the Kyiv Zoo are staying put to help protect those with nowhere to go - the animals https://reut.rs/3K92lmG"
1,Reuters,3-Mar,"‘I want to tell Ukrainians that you are not fighting alone,’ said former Thai Air Force conscript turned activist Chanaphong ‘Ball’ Phongpai, who has signed up to fight 'tyranny' in Ukraine https://reut.rs/3IFFqPH"
1,Reuters,3-Mar,"‘Our presence at the Paralympics is not merely a presence, this is a sign that Ukraine is and will remain a country’: Ukrainian Paralympic team arrives for the #Beijing2022 Paralympic Winter Games https://reut.rs/3toCOzm"
1,Reuters,3-Mar,"Russia and Ukraine have agreed on the need to set up humanitarian corridors and a possible ceasefire around them for Ukrainian civilians fleeing the war, negotiators for both sides said following talks https://reut.rs/3HEYCM6"
1,Reuters,3-Mar,Factbox: European and U.S. companies mobilise to help Ukrainians fleeing war http://reut.rs/3toyJuZ
1,Reuters,3-Mar,"Too soon to declare that Ukraine's Kherson is in Russian hands, says U.S. official http://reut.rs/3K8xbvC"
1,Reuters,3-Mar,Analysis: Want lower oil prices? First you need higher ones http://reut.rs/3pAKMnO
1,Reuters,3-Mar,SpaceX chief Musk warns that its Starlink system could be 'targeted' in Ukraine http://reut.rs/3HGhsCk
1,Reuters,3-Mar,"As Russian troops close in on Ukraine's capital Kyiv, a real estate developer is making giant, metal anti-tank barricades known as 'hedgehogs' and smaller spiked barriers aimed at stopping wheeled vehicles https://reut.rs/3IHUYCy"
1,Reuters,3-Mar,Accenture to suspend business in Russia http://reut.rs/3pWWZn9
1,Reuters,3-Mar,Russian foreign spy chief says Cold War with West has turned hot http://reut.rs/34btTsp
1,Reuters,3-Mar,Rivian spares preorders from price hike to fix 'painful' mistake http://reut.rs/3tw7RJD
1,Reuters,3-Mar,S&P drags Russia's rating deeper into junk territory http://reut.rs/3HzzUNf
1,Reuters,3-Mar,EU backs move to give Ukraine refugees temporary residency http://reut.rs/3hCtEJS
1,Reuters,3-Mar,"Drone footage showed destruction of buildings and burnt out Russian military vehicles in Ukraine’s Borodyanka, a town near Kyiv where locals claimed they had repelled a Russian assault https://reut.rs/3sGckda"
1,Reuters,3-Mar,Clean energy stocks have surged since Russia’s invasion of Ukraine sent energy prices skyrocketing. Adam Coons of Winthrop Capital Management explains why he is bullish on the sector
1,Reuters,3-Mar,"At least 22 killed in air strikes in Ukraine's Chernihiv region, say emergency services http://reut.rs/35JRDEj"
1,Reuters,3-Mar,Ukraine's envoy criticises Turkish tourism group over 'two-faced' approach http://reut.rs/3pA4MXP
1,Reuters,4-Mar,"With war on its doorstep, Moldova applies for EU membership http://reut.rs/3HEs3hl"
1,Reuters,4-Mar,Reuters reporter on the ground in Ukraine answers your questions about Russia's invasion
1,Reuters,4-Mar,Analysis: Chinese banks scramble for 'workarounds' as Russia sanctions impinge http://reut.rs/3IGrTrd
1,Reuters,4-Mar,ICC prosecutor: Team leaves to investigate war crimes in Ukraine http://reut.rs/3Kwo7Bh
1,Reuters,4-Mar,Accenture to suspend business in Russia http://reut.rs/3toTreg
1,Reuters,4-Mar,Ukraine says talks with Russia agreed on humanitarian corridors http://reut.rs/3vHfwaJ
1,Reuters,4-Mar,Saudi crown prince plays the oil card in quest for U.S. recognition http://reut.rs/3sDautG
1,Reuters,4-Mar,Wall Street ends lower as war in Ukraine stirs uncertainty http://reut.rs/3tvLlQK
1,Reuters,4-Mar,"Canada to raise tariffs on Russian imports, send rocket launchers to Ukraine http://reut.rs/35tp9iq"
1,Reuters,4-Mar,"We are being destroyed,' says Ukraine's Mariupol under Russian siege http://reut.rs/3pwg4w0"
1,Reuters,4-Mar,LIVE: Wall Street falls as Ukraine fears eclipse solid jobs data
1,Reuters,4-Mar,"NATO allies rejected Ukraine's demand for no-fly zones, saying they were increasing support but that stepping in directly would lead to a broader, even more brutal European war that is so far limited to Russia's assault on its neighbor https://reut.rs/3ILL02V"
1,Reuters,4-Mar,"‘The world narrowly averted a nuclear catastrophe last night,’ Linda Thomas-Greenfield, U.S. Ambassador to the U.N. tells the 15-member Security Council, convened following the seizure of the Zaporizhzhia nuclear power in Ukraine by Russian troops https://reut.rs/3Mr5tMA"
1,Reuters,4-Mar,NYSE suspends trading in three Russia-exposed ETFs http://reut.rs/3HNSUHD
1,Reuters,4-Mar,WATCH: U.S. Secretary of State Antony Blinken speaks on the Russian invasion of Ukraine in Brussels
1,Reuters,4-Mar,"Prospects of Russian President Vladimir Putin remaining in power until 2036 are 'now out the window' after the Ukraine invasion, retired U.S. Lieutenant Colonel Alexander Vindman, former director of European Affairs for the U.S. Security Council said https://reut.rs/3sHKBcb"
1,Reuters,4-Mar,"A lot of Russian crude oil supplies are at a standstill, even though Western governments have signaled they do not want to sanction Russian supply."
1,Reuters,4-Mar,"Russia blocks Facebook, accusing it of restricting access to Russian media http://reut.rs/3sHIyoF"
1,Reuters,4-Mar,"The U.N. votes to investigate alleged Russian rights abuses in Ukraine, with 32 members voting in favor of the resolution. Russia and Eritrea voted against it, while 13, including China, abstained https://reut.rs/3HCjS56"
1,Reuters,4-Mar,Russian defence minister tells U.N. head that Ukraine peace talks never got going -TASS http://reut.rs/3KiwO1L
1,Reuters,4-Mar,Poland arrests Spanish journalist suspected of spying for Russia http://reut.rs/35r8Wue
1,Reuters,4-Mar,U.S. Secretary of State Antony Blinken says Putin’s actions in Ukraine are ‘relevant to the entire world’ and warns Russia's invasion threatens fundamental principles established after two world wars that are important to keeping peace and security https://reut.rs/3tvfy2v
1,Reuters,4-Mar,"EXCLUSIVE China asks state insurers to review exposure to Russia, Ukraine-sources http://reut.rs/34cVRDY"
1,Reuters,4-Mar,Russia urges neighbors not to escalate tensions or introduce any restrictions https://reut.rs/3sH7hth
1,Reuters,4-Mar,"Still, the possible exclusion of supplies from Russia due to sanctions has sent commodity traders and importers into a frenzy. Russia is one of the world's biggest exporters of key raw materials https://reut.rs/3hCozBt 2/4"
1,Reuters,4-Mar,"EXCLUSIVE Americans broadly support Ukraine no-fly zone, Russia oil ban -poll http://reut.rs/3hD9hfw"
1,Reuters,4-Mar,"Yachts owned by Russian billionaires were spotted sailing off the coast of Maldives, which doesn’t have an extradition treaty with the United States, as governments ramp up sanctions on Russia's super-rich"
1,Reuters,4-Mar,"U.S., allies slam Russia at U.N. over its seizure of Ukraine nuclear plant http://reut.rs/3HJl06Q"
1,Reuters,4-Mar,"BBC halts reporting in Russia after new law, Bloomberg and Canada's CBC follow suit http://reut.rs/3sFZ8oT"
1,Reuters,4-Mar,‘Peace for Ukraine’: Ukrainian Paralympian athletes appeal for peace with chants and banners at the Beijing #Paralympics https://reut.rs/3MltCEp
1,Reuters,4-Mar,Analysis: Iranian oil could take months to flow after a nuclear deal http://reut.rs/3vEeEn2
1,Reuters,4-Mar,What’s the state of energy markets as Russia’s invasion of Ukraine goes into its second week? Listen to the full conversation here  4/4
1,Reuters,4-Mar,"In a video addressed to the Indian government, a group of Indian students trapped in Ukraine’s Sumy can be seen pleading to be evacuated https://reut.rs/3KdORGo"
1,Reuters,4-Mar,"Russia blocks Facebook, accusing it of restricting access to Russian media http://reut.rs/3pDrQ86"
1,Reuters,4-Mar,"NATO rejects Ukraine's demand for No-fly zones, saying it is 'not part of this' war https://reut.rs/3ILL02V"
1,Reuters,4-Mar,"Exclusive: A broad bipartisan majority of Americans think the U.S. should stop buying Russian oil and gas and work with NATO to set up 'no-fly zones' to protect Ukraine from Russian air strikes, according to a Reuters/Ipsos poll completed https://reut.rs/35wSfxp"
1,Reuters,4-Mar,Wall Street falls as Ukraine fears eclipse solid jobs data http://reut.rs/35RNQET
1,Reuters,4-Mar,BBC halts reporting in Russia after new law passes http://reut.rs/3HJAmIT
1,Reuters,4-Mar,"Analysis: Global banks face costly, arduous process to exit Russia http://reut.rs/3hFsDAN"
1,Reuters,4-Mar,U.S. weighs cutting Russian oil imports amid broad public support http://reut.rs/3HHhM44
1,Reuters,4-Mar,Ukraine to join NATO cyber defence centre as 'contributing participant' http://reut.rs/3Mruzeg
1,Reuters,4-Mar,"McDonald's, Pepsi, others should consider pausing Russia operations -NY pension fund http://reut.rs/3IE2I8x"
1,Reuters,4-Mar,Microsoft suspends sales in Russia as Western sanctions tighten http://reut.rs/36SJRse
1,Reuters,4-Mar,CNN to stop broadcasting in Russia after new law http://reut.rs/3IIW8O0
1,Reuters,4-Mar,"Russia faces lasting consequences from Ukraine war, World Bank chief says http://reut.rs/35SaJIA"
1,Reuters,4-Mar,"Mila Kunis, Ashton Kutcher fundraiser for Ukraine refugees tops $6.8 mln http://reut.rs/35NyBNm"
1,Reuters,4-Mar,How six ballet dancers fled Ukraine since Russia's invasion and ended up on the stage of the National Opera House in Romanian capital Bucharest https://reut.rs/3KlTQ85
1,Reuters,5-Mar,CNN to stop broadcasting in Russia after new law http://reut.rs/3MhS8WW
1,Reuters,5-Mar,"Close to 250 Ecuadoreans, many of them university students, arrived in the country after fleeing Ukraine following Russia's invasion, joining hundreds of other Latin Americans who have evacuated https://reut.rs/35RHXrh"
1,Reuters,5-Mar,Russian invasion of Ukraine forces Swedes to rethink NATO membership http://reut.rs/3MltAfR
1,Reuters,5-Mar,Breakingviews - Euro's Ukraine battering intensifies ECB migraine
1,Reuters,5-Mar,Where energy markets stand as Russia's invasion of Ukraine continues into its second week https://reut.rs/34jMKla
1,Reuters,5-Mar,Ukraine still has 'significant majority' of its military aircraft -U.S. official http://reut.rs/3CePlcw
1,Reuters,5-Mar,Would-be migrants from Ukraine and Russia are swapping tips on social media on how to make the journey to the U.S. southern border via Mexico to claim asylum as the Russian invasion on Ukraine continues https://reut.rs/3pCed93
1,Reuters,5-Mar,"The U.S. and its allies heavily criticized Russia at the United Nations over its shelling and seizure in Ukraine of Europe's biggest nuclear power plant, and some demanded that Moscow not let such an attack happen again https://reut.rs/3hFa13T"
1,Reuters,5-Mar,Wall Street ends down as Ukraine fears eclipse solid jobs data http://reut.rs/3CdCZBr
1,Reuters,5-Mar,"G7 nations condemn attack on Ukraine civilians, urge accountability for war crimes http://reut.rs/374JjQg"
1,Reuters,5-Mar,"More than 350 civilians confirmed killed in Ukraine so far, U.N. says http://reut.rs/3hI7TIQ"
1,Reuters,5-Mar,"Yulia Yanchar and her family had just moved into a newly built house north of the Ukrainian capital Kyiv. Then war came to their village. On Saturday, the family was forced to abandon their home, hopeful that one day they would return https://reut.rs/3MCuy7J"
1,Reuters,5-Mar,Italy looks to boost energy ties with Qatar in wake of Ukraine crisis http://reut.rs/3HILCF5
1,Reuters,5-Mar,LIVE: Protest in Santiago against Russia’s invasion of Ukraine
1,Reuters,5-Mar,"Russian President Vladimir Putin said that Western sanctions were akin to war as his forces pressed on with their assault on Ukraine, where planned civilian evacuations from two besieged cities were called off https://reut.rs/3IMU1ZG"
1,Reuters,5-Mar,Shell to put profits from Russian oil trade into Ukraine aid fund http://reut.rs/3Kl6C6M
1,Reuters,5-Mar,Puma suspends operation of all its stores in Russia http://reut.rs/3HMW92d
1,Reuters,5-Mar,Europe at war: Six charts to know in financial markets http://reut.rs/376ZGvF
1,Reuters,5-Mar,Evacuation trains from war zone pour into Lviv in western Ukraine http://reut.rs/3vHHxP5
1,Reuters,5-Mar,"Exclusive: Israeli Prime Minister Naftali Bennett met Russian President Vladimir Putin in the Kremlin on Saturday to discuss the Ukraine crisis, "
1,Reuters,5-Mar,"Israel has condemned the Russian invasion, voiced solidarity with Kyiv and sent humanitarian aid to Ukraine. It also is mindful of Moscow's military support for President Bashar al-Assad in Syria"
1,Reuters,5-Mar,President Vladimir Putin said that Western sanctions on Russia were akin to a declaration of war and warned that any attempt to impose a no-fly zone in Ukraine would lead to catastrophic consequences for the world https://reut.rs/3IMU1ZG
1,Reuters,5-Mar,Italy's Prada says it is suspending retail operations in Russia http://reut.rs/3HOXjdw
1,Reuters,5-Mar,Shell to put profits from Russian oil trade into Ukraine aid fund http://reut.rs/377adHd
